"b""RT _garg So utterly mindless is the #KarniSenaViolence that the Sena activists accidentally torched one of their own member's car du\xe2\x80\xa6""","b""Watching Ghoomar on big screen is a visual treat. Especially the whole song which all of us haven't seen yet. \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d #Padmaavat""","b'RT ""Kill the children and save the history is the new motto of #KarniSena #IndiaWithPadmaavat #Padmaavat #KarniSenaViolence'","b""RT If ever 'Anti National made sense it's for Karni goondas who terrorised children as young as 4yrs old If ever Go to Pakistan m\xe2\x80\xa6""","b""#Padmaavat row Why #KarniSena shouldn't be ignored https://t.co/xCTPSWhlZ2"""
b'I liked a video https://t.co/NLopLjma3K Padmaavat &amp The Parrot Stand-up Comedy by Varun Grover',b'RT Three dangerous things have happened in our Nation Today -1 State Govt failed to implement Supreme Court orders 2 F\xe2\x80\xa6',"b""RT So You're Attacking Kids To Prove How Much You Care For The Dignity Of A Woman Wow Rani #Padmavati Would Be So Proud Of Yo\xe2\x80\xa6""",b'Thank you so much for the role you played No words to explain your talent You nailed it \xf0\x9f\x99\x8c\xf0\x9f\x99\x8f\xf0\x9f\x91\x8f If thi https://t.co/7NuKMAM7JS',b'RT PIC Ranbir Kapoor and Alia Bhatt snapped post watching #Padmaavat https://t.co/AKR7gZbFOH',b'RT Dear TV channels if you call Karni goons who attack school kids over #Padmaavat and give them any air time you too are complicit\xe2\x80\xa6',b'#Padmaavat Awesome movie.. Watched it in Prasads big screen 3D you just nailed it. Movie is cl https://t.co/VLLTrKAcUQ',"b'#Padmaavat Sanjay Leela Bhansali creates a beautiful poem studded with jewels of marveleous cinematography,.. https://t.co/YVRluucHPx'","b""RT _ I am sure Rajputs of Kumbhalgarh aren't protesting against #Padmaavat as it was their King Devpal only who widowed Padmava\xe2\x80\xa6""","b""RT What's happening is really shameful...its like we are living in Talibaan School buses carrying children are being attacked,\xe2\x80\xa6""",b'RT Nothing is more inhuman than stoning a school bus with children hiding behind the seats I strongly condemn the despic\xe2\x80\xa6',b'RT _urs When you come back alive after watching #Padmaavat https://t.co/Naddyw1ism',b'RT Are we sliding to be another Pakistan where the mob rules and the Govt is craven to the whims of the fringe #KarniSenaViolen\xe2\x80\xa6',b'RT Being a follower of Cinema nothing gives me more pride than journey From Shanti Priya to Rani Padmavati From\xe2\x80\xa6',b'RT _Shahbazkhan Karni Sena members attacked the school bus of students in Gurgaon today How different are they then from the terroris\xe2\x80\xa6',"b""RT _garg So utterly mindless is the #KarniSenaViolence that the Sena activists accidentally torched one of their own member's car du\xe2\x80\xa6""","b""Watching Ghoomar on big screen is a visual treat. Especially the whole song which all of us haven't seen yet. \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d #Padmaavat""","b'RT ""Kill the children and save the history is the new motto of #KarniSena #IndiaWithPadmaavat #Padmaavat #KarniSenaViolence'","b""RT If ever 'Anti National made sense it's for Karni goondas who terrorised children as young as 4yrs old If ever Go to Pakistan m\xe2\x80\xa6""","b""#Padmaavat row Why #KarniSena shouldn't be ignored https://t.co/xCTPSWhlZ2""",b'RT Padmaavat row Frenzied mob attacks school bus in Gurugram https://t.co/aGuo2i8oMq via https://t.co/ykYQ3XM\xe2\x80\xa6',b'RT The real reason why Karni Sena has a problem with #Padmaavat.. https://t.co/R617BEDYeq',b'After completing #Padmaavat my first question is to censor board why they have removed \xe2\x80\x9ci from the #Padmavati \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94 does any has any clue??',b'RT This is what happening in India Things which should be banned are Fully Open and You are banning the Movie #Padmaavat\xe2\x80\xa6',b'RT [VIDEO We turned pictures into video Ranveer Singh and Deepika Padukone at a special screening of #Padmaavat on Tues\xe2\x80\xa6',b'RT Disappointing to see no condemnation fron senior BJP leaders including PM on #KarniSenaViolence All for votes in Raj\xe2\x80\xa6',b'The technical team in any #SanjayLeelaBhansali remarkably best so as in #Padmaavat . Production design. Cinematogr https://t.co/QxGazBQNo1',b'RT https://t.co/cL89sU1TAt protest erupt in india \xf0\x9f\x87\xae over the release of the movie #Padmavaat where the director #SanjayLeelaBh\xe2\x80\xa6',"b""Rampage against Padmaavat in India's Ahmedabad Read more https://t.co/wuuOFofdlB https://t.co/wC8EC9PFPT""","b""Not ready to watch #Padmaavat's special screening Karni Sena Chief https://t.co/yfUvXT5HN7 https://t.co/jXWADV0y7F""",b'RT Dear congress is burning down our Gujarat and Gujarat misses you https://t.co/3waxtReCkh',b'RT #RanveerSingh pens down an emotional note after watching #Padmaavat https://t.co/4ZeKr2mJHQ https://t.co/hrML9zNMt7',"b""RT Any state govt that doesn't immediately put behind bars the Karni goons who attacked a school bus of kids is absolutely complici\xe2\x80\xa6""","b""RT So You're Attacking Kids To Prove How Much You Care For The Dignity Of A Woman Wow Rani #Padmavati Would Be So Proud Of Yo\xe2\x80\xa6""",b'RT The #Padmaavat violence is not a \xe2\x80\x98fringe act it\xe2\x80\x99s part of an organised political strategy that\xe2\x80\x98ll lead up to the Rajastha\xe2\x80\xa6',b'RT @_shahidlicious this might be the hottest scene I\xe2\x80\x98ve ever seen between a hero and a heroine. CHEMISTRY IS WHAT I AM TALKING ABOUT HOOO\xe2\x80\xa6',"b""RT All Proud Nationalist Citizens of \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4\xe0\xa4\xb5\xe0\xa4\xb0\xe0\xa5\x8d are surely not going to see #Padmaavat TODAY That doesn't mean we support viol\xe2\x80\xa6""","b""Such a brutal atrocities with a film isn't fairly acceptable #Padmaavat #KarniSenaViolence""","b'RT ""Kill the children and save the history is the new motto of #KarniSena #IndiaWithPadmaavat #Padmaavat #KarniSenaViolence'",b'Most awaited movie of 2018 Padmaavat. This Republic Day https://t.co/FatrQImM3f',b'I\xe2\x80\x99m extremely surprised #Padmaavat is a brilliant film Wonderful performances plausible script brilliant cinema https://t.co/Gz7RLi9Xtf',b'Enough of playing power-power Time to do something constructive #padmaavat https://t.co/rwP9pXhkLa',b'RT Nothing is more inhuman than stoning a school bus with children hiding behind the seats I strongly condemn the despic\xe2\x80\xa6',"b""RT If ever 'Anti National made sense it's for Karni goondas who terrorised children as young as 4yrs old If ever Go to Pakistan m\xe2\x80\xa6""","b'My dad went to our local movie theater to buy tickets to the movie #Padmaavat and the Caucasian employee asked ""Yo https://t.co/g1YVAgYOXU'","b""RT All Proud Nationalist Citizens of \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4\xe0\xa4\xb5\xe0\xa4\xb0\xe0\xa5\x8d are surely not going to see #Padmaavat TODAY That doesn't mean we support viol\xe2\x80\xa6""",b'RT These 2 empty chairs in studio symbolise shame of India no official BJP or Cong rep willing to condemn Karni Sena PM\xe2\x80\xa6',b'RT Dear TV channels if you call Karni goons who attack school kids over #Padmaavat and give them any air time you too are complicit\xe2\x80\xa6',b'RT Salute to \xf0\x9f\x99\x8f Almost 50 police officals deployed at every cinema hall \xf0\x9f\x99\x8c Feel so safe \xe2\x9d\xa4 #Padmaavat \xe2\x80\xa6',b'This is the truth #KarniSenaViolence #Padmaavat https://t.co/Y4tVdaYsqA'
